sentiment,review_body,product_category
1,I purchased a size small. i usually always buy a petite. but this fit me just fine since it is a vest. the length in the back didn't fall too long. it runs true to size. it's soft and i wear it with long dresses  rompers  short dresses  skirts. it's a nice tapered vest. i'm 34d and it's fine.,Jackets
1,I tried this on twice in nyc and loved this jacket. it is so much cuter in person. my only concern is whether the mesh fabric will hold up over time and at this price point it needs to last more than one season. it has adorable embroidery on it  the colors are vibrant. you need to see this in person.,Jackets
1,Agree with the others. when i saw this jacket in the store i really liked it  and when i tried it on i had to have it! it looks great  drapes beautifully and the color goes with so many things. my first instinct was to size up to a medium to maximize the drape  but it wasn't necessary. runs a tad on the large side.,Jackets
1,Wasn't too sure about this jacket when i got it in the mail - seemed a little boxy on - maybe a smaller size would've worked better but i want to be able to layer. however  i'm keeping it because it's versatile  i love the contrast of the front/back and the buttons on the sleeve (which actually button and un-button  meaning they aren't just for show and the sleeves can be easily rolled up). a great basic jacket with some neat details.,Jackets
1,I loved this jacket when i tried it on in the store  and brought home a size med. it's a nice weight of material  lined  and very classy. i liked the idea of adding it to my collection of suit-jackets for business meetings. but when i tried it on again using actual outfits from my closet  i realized how much it looked like a lab-coat. i am not giving up-- if it goes on sale  i'll order a small  to see if it is more flattering. but at this point  it's a no-go.,Jackets
-1,I've purchased pilcro jeans in the past and they've held up great. unfortunately  the material used for this particular jean is a far  far cry from what it used to be. the thighs of these jeans start pilling (yes pilling!) after just a few wears. i've never had jeans do this -- whatever denim blend they are using is a complete disaster.    don't buy these -- you will be very disappointed.,Jeans
-1,I'm not sure what it is with ag. i own at least a dozen pairs of their jeans  in blue  black and white denim. i wish i could say they're all great  but unfortunately there's a big variation in how they wash  depending on the fabric content. i just purchased these because i love the lighter wash for spring  but after washing them once i can see they won't be a favorite pair. even with cold water and hanging them to dry  the fabric bunches weirdly and the shape of the leg changes. at this price po,Jeans
-1,While you can't count on the photo on your monitor to portray the exact color of an item  these photos are way off.  instead of the warm charcoal i see online  the pants are more of a dusty blue.  the material has very little stretch and i couldn't get into the size 24s.  the 25s were tight in the entire leg but huge in the waist.  for reference i usually wear a size 24 in brands like 7 for all mankind and citizens of humanity.,Jeans
-1,Buttons were broken off when i opened the package  stretchy at waist  not good quality for the price.,Jeans
-1,These run very small!! they are also short  almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.,Jeans
-1,I bought these a great alternative to black jeans but they are headed back.  the texture is nice but let's call them what they are- thin  leggings.  not worth the price in my opinion.  honestly  i can't seem to find a pair of pilcros that i like so i'd spent the extra money on a better pair of black jeans.,Jeans
-1,These run at least 2 sizes smaller than other styles of the same brand  mother. such a bummer because the quality is totally on point. i'm going to exchange them for a huge size i guess. whatever  i don't mind having a size that's so much larger than all my other jeans. i just mind the complete hassle of the exchange process. i wish mother would get their sizing issues under control. it's not retailer's fault. so annoyed.,Jeans
-1,I love my very old pilcro stet jeans. they are the perfect denim weight  and the back pockets are set in a way that is very flattering for the tush. not so with the newer pilcros unfortunately. the denim is thinner and may have more stretch and they get worn and pill on my inner thighs. and the back pockets are set far apart making my back side look unnaturally wide. it's a bummer.,Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
0,Bought these for the color however these just did not work for me. the 26 was too small and the 27 was baggy. i'm 5'3 and typically wear a 26. beautiful color and good denim. if you are looking for a looser fit  more of a straight leg fit...this is a good jean with a fun pop of color.,Jeans
0,These are very well-made jeans  the fabric is substantial and gives a lot of stretch with movement. i adore the extra inch or so in the rise of the waist  and they make my butt look great. however  these jeans fit like a glove when i put them on first thing  but within an hour or so of wear they are so baggy it's like wearing a size bigger. i'd say perhaps buy a size smaller if you want them to fit snugly through the day. if you like roomy  then buy your regular size.,Jeans
0,Love the style  fabric and fit generally  but even ordering down a size  i could yank them right down. trying going down one more size  but not sure it will work as much as i want it to.,Jeans
0,I really wanted to like these. they're soft  long enough for 5'8 1/2 and a nice color cut the rise is quite low and the hips puffed out in a weird way. have to return ;(,Jeans
0,I love these jeans  but they run small. i recommend ordering one size up.,Jeans
0,I have a love/hate relationship with these jeans. when i first put them on  i felt like i had finally found my favorite pair of jeans. everything about how they fit and looked was just perfect - and they were offered in a petite size! but then two hours later they were sagging. the fabric is so cozy  but it just stretches too much  too fast. i am not willing to give up yet  so i ordered another pair in a smaller size. i'm less than thrilled about having to shell out the $$ for two pairs  but i r,Jeans
0,"1. the wide leg/crop is a cool trend. but not great on me. i'm pretty standard in size/build: 5'6""  135 lbs   size 4. i felt like i just looked oddly shaped with them on.  2. and maybe this is the issue: the size 27 (my normal size in every citizen pant i own) was about 2 whole sizes too big for me. i mean  i felt great about myself. but...wowza.  3. when i took them to the store to try on/exchange  they don't even carry them in the store! so i just returned and will try something else.",Jeans
0,"Would recommend  but with the caveat that i had to return due to the pants being way too big all over  even the length was more than i expected from the photos online. i am 5'5"" 120lbs narrow hips  usually a 25 in pants (including other level 99 pants i own). i ordered a 25 and i could have pulled them off completely buttoned  plus they went nearly to my ankles. anyhow  the material is really nice  soft and comfy  color was good (i ordered the dark)  and i could imagine they would be super cute",Jeans
0,"I really wanted these jeans to work but i am too curvy and not tall enough for them. i just felt like they were swallowing me up with fabric. i am 5'5"" and had a stacked boot heel on when i tried them on and they were still too long. i felt like they made me look even bigger than i am. the fabric is nice  not as dark as the photo as others have said.",Jeans
1,These jeans hug in all the right places. the high waist accentuates my body and makes my legs look a mile long! the jeans will need a trip to the tailor to be hemmed  pooling even with my highest heels.,Jeans
1,I found these jeans on the sale rack at my local retailer. they were the very last pair and in my size. i couldn't believe my luck.  i tried them on and was very impressed with the fit and feel of the jeans. thyre soft yet substantial. they retain thier shape. . love the worn in look to them.  .. .. so adorable.  nice slouchy skinny jean.. i stayed true to size,Jeans
1,I love these  but i should have ordered the size 25 instead of my usual 26. i can wear them higher with a tight belt  but they are still too long. too cute to return though.,Jeans
1,I purchased these in white and love them! fit my muscular thighs fine.,Jeans
1,Bought these jeans after reading others reviews and was not disapointed. these are the most flatering jeans! they give you legs for days  while providing amazing shape. oh and did i mention their soft as butter. huge win for me as jeans are one of the most difficult items for me to my as my waist is 1-2 sized smaller than my hips and thes stretch marvilously to fit your body. they are on the pricier side and well worth it.,Jeans
1,"These are nice cords  albeit they look slightly more faded in person. i like the style  high waist  and the cropped flare (which actually fit me perfectly as regular length since i am 5'1""). they do run small. i am normally a 25-26 and the 27 fit perfectly.",Jeans
1,The rocket by citizens of humanity are my favorite jeans. perfect high rise and still makes the butt look good. they are incredibly comfortable. no more hiking up your jeans and bending over. love these so much. am very happy that j brand and citizens are making some good high rises now. won't buy anything else.,Jeans
1,Super soft and flattering fit. i'm 5 feet 4 inches and petite was the perfect length.,Jeans
1,"Nothing ""skinny"" about these pants. they're very cute. great quality. but they run a good one size large. size down!",Jeans
-1,When i saw this blouse online i thought it was so cute! i love the floral detail. unfortunately it looks much cuter online than it does in person. it has no shape so it is not flattering to the figure. it might look better tucked in or partially tucked in as shown in the picture  but it did not look good completely tucked out. i was also not a fan of the fabric. in the picture the fabric looks dressier than it is. the front is more polyester and is a little dressier  but not what i envisioned. t,Knits
-1,It is soft and hangs great. problem - i wore it one time - and the back balled up terrible. it looked like i had owned it for years - not worn it one time. wouldn't recommend. though it is sooooo soft!,Knits
-1,I was really disappointed in the shirt. the blue embroidery is a lot darker than what is shown in the photo  and barely stands out against the black. the photo does not accurately depict this shirt. i will be returning.,Knits
-1,This simple lace top is beautiful and easy to wear  but do not wash it. the hem completely fell apart for me!,Knits
-1,I was very disappointed by the fit of this top. it is quite short (especially in the back) and very wide. i did not find it flattering. on a positive note  the fabric is nice and thick - very warm layering piece for fall. for sizing reference  i'm 5'5''  122 lbs  and took my usual size xs.,Knits
-1,I'm not sure if the top i received was damaged or if the design didn't consider gravity but this is not what i expected. i really want to like this top  but i don't see how i can wear it.,Knits
-1,What a pity! this blouse has a beautiful design  however it doesn't fit well on the body. it's not really a size problem  it's just not a well fitted blouse. the color is very deceptive  it looks white on the picture  but it's actually pink. i'm probably going to return it.,Knits
-1,Ordered a l and xl  the sleeves were so tight on both sizes but the rest of the shirt was wide and loose. the tight sleeves were not proportional with the rest of the shirt. both sizes had to be returned.,Knits
-1,I ordered this in both an extra small and a small... i found that there was a very big difference in the two sizes- the extra small was true to size and had a great width  but was shorter in length than i would've liked (if it shrunk at all  it would've been unwearable). the small was quite a jump in size and was a little wider than i liked  but i decided to keep that one.     the top was very cute and comfortable when i wore it  however i just washed it once on delicate in cold water and when i,Knits
0,I love the length of this and that i can wear it with skinny jeans or leggings  but it does seem to run a little small and it is not as long as on the model. i do think it is a cute addition to my wardrobe though.,Knits
0,I totally agree with the first review. i thought this was soooo cute on the model  but it's loose fitting and has no shape to it.,Knits
0,I bought this in size xl and the overall fit matched the model's photos. the neckline was a bit higher than pictured. the material was pretty in person. the problem was the material's threads were too scratchy. i was uncomfortable with that scratchiness against my neck so i returned it. i did like the unique leaf pattern of the lace.,Knits
0,Bought this early in the season - probably washed and worn <8 times and there are small holes that have formed in the front towards the bottom...bummer!,Knits
0,Love the blue color  and the bit of sparkle gives this otherwise casual piece a bit of flair. the hem is cool. love the big cuffs. but i looked like the liberty bell in the small. it is huge through the hips! not at all like on th model. i also worried it would shrink and i would lose the length in the arms. returned :(,Knits
0,This top is beautiful  however it runs beyond big!  i ordered my usual size and i could have fit 2 of me in this top.  i am reordering and going 2 sizes down!  the tie back and embroidery is beautiful.,Knits
0,I'm a bit disappointed in this top. i'm keeping because retailer's shipping rates are obnoxious and i don't have a store near me. by the time i pay for shipping both ways  i could have paid for 1/2 the shirt. the loft has some very similar tops for about 1/2 the price. i love meadow rue  and their material is fabulous  but the design is off on this one. you can't size down because the armholes and top are fitted  but the bottom is a tent. not my usual style  as i'm short  with a short waist. this,Knits
0,As much as i had wanted this to work for me  it didn't. fabric is not as soft as i had expected and quality is just bad. i purchased this online (on sale at $29.95) and i had envisioned this to be comfy stretchy and swingy with a flow. i sent this back to the store as it didn't seem fit even at the low price.,Knits
0,This top is a nice color and soft material  but is much more of a swing top style than i was looking for. i will return it  but it could be ideal for someone who wants a very loose fitting casual look.,Knits
1,Love my new wardrobe addition. fits perfect and goes with everything,Knits
1,"This tank is super amazing. very versatile - wore to work with dress pants and flats  and wore out to dinner with jeans and heels. a bit out of my comfort zone since it is a ""swing"" tank  but love the color and cut! perfect for professional life and going out on the town. i did choose a petite in this due to the long armholes (even though i have a long torso for my body size).",Knits
1,The fabric at the trim and shoulders is crepe  which isn't clear from the photo. much nicer in person than online. runs large. i wear a large in knit tops (36d and to hide a soft belly) but this large was too big. armholes showed my bra and it was rather wide and boxy. i'll exchange for a m because i think i'll get a lot of use out of it this summer. a casual tank with a little spunk. cute!,Knits
1,I usually pass on ruffles but this top is great! luckily i walked by this in the store and had to try it on. the material is very soft and can easily be converted from work to a night out. the v-neck is flattering and the ruffles lay nicely- i purchased this in the taupe but the green is beautiful too and will purchase it as well.,Knits
1,Another beautiful retailer top.  i ordered a small (5.4  112 lbs  broad shoulders  athletic build) and it looked really large when i pulled it out of the package.  it's a bit large  but i wouldn't want it tighter through the bust (34c).  the colors are vibrant and the print is really beautiful.  although it can be hand-washed  i will be taking this to the cleaners to preserve the color! i love retailer because their clothing is so often  unique.,Knits
1,Cute and simple.  nice fabric. it's a looser fit so if you're in between sizes i'd recommend the smaller size,Knits
1,The tee looks longer on the model. i am 5 feet 9 and this tee is showing of my belly which surprise me a bit. i thought it would hit the waist line. still  very nice tee  i love cotton  it simply is the best. colors are nice too.,Knits
1,"I saw this and the ""giddy up"" tees at the store  and it was so difficult to decide because they have their own uniqueness. unlike the giddy up tee  this tee has no embroidery  but saying it has just patterns is underestimating it. the pattern is a work of art  it has cowboys  ranch scenery  cacti  and the earthly colors are gorgeous for all seasons (especially for those who still have a leftover summer tan). the hem of the tee is a bit round which i thought is unique and versatile for tucking in",Knits
1,This top is really cute- the plum is a lovely color and the top fits true to size. love the back detailing. and it is really good t-shirt quality.,Knits
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
1,This is a very nice turtleneck. the variations in the ribbing are a modern (and flattering) touch. in some of the photos online it almost looked to me like there are color variations - fyi there are not. all the ribbing areas are the same shade of black. ---------- unless you are very small framed  i would recommend sizing up; or  if you typically wear a m or a l  go with the l. as reference i have wide shoulders (wider than my hips)  large biceps  and a 34b chest  and i went with the l because,Layering
1,I ordered the black (not yet available ) through my store  as the xs was too big  and we tried ordering xs petite but it was not yet available. so we ordered xxs. (i am 115lbs). it fits nicely  but - as mentioned in previous review - it is thin. not see through in black  but thin. cut is nice though  i still think petite would fit me better i n length  but xxs was good... got a think if i will keep or not as htis is a nice summer basic...,Layering
1,I purchased this shirt and was hoping to be able to wear it without a tank underneath (because of the lace detailing on the back). however  this shirt is a bit see-through  so i still had to wear a tank with it. it's very cute even with the tank though!,Layering
1,I was really excited that they decided to make these. i am a big fan of the tanks and wanted a long sleeve (or even short sleeve - hint!) version of them to wear under suits to work in the winter etc. these do the job nicely - bought ivory and black. other reviewer is right however  something strange in the shoulders as they are quite narrow and the fabric tends to bunch a bit and the arm length is a little strange. i am 5'8 and 150 lbs and order a medium in most retailer stuff and i tend to buy a,Layering
1,This is a super flattering  cute tank! i've purchased it in several colors because it's such a great fit. somewhat thin material and slightly sheer (especially the white). i like that it has good coverage on the sleeves so that bra straps nor 'side boob/armpit' fat shows. looks great with pilcro capris for a cute  casual summer look! i wish they would come out with even more colors!,Layering
1,I purchased the turquoise in a petite- xs. normally items at retailer run on the larger side and this shirt fit just right (i am 4ft 11inches and 100lbs). the material was a little on the lite side which makes a great summer fit  but it is a bit weak (so it can tear easily). it looks great with all types of skirts and jeans. i just wish retailer would sell more of the petite sizes. i went back in to buy more in other colors and they are sold out already!,Layering
1,The size s arm holes are a little too over-sized and i find i keep adjusting the shoulders so the sides of my bra won't show (and sizing down to an xs made the body too tight). it's a bit pricey for a basic  thin tank  but it's a good every day  wear all the time staple.,Layering
1,"Nice lines and texture but fit is very tight and i experienced the sizing to run small. i am 5'6"" and 115# with small frame. i usually wear xs or s from retailer  so ordered the turtleneck in small. the size small was super tight. i love the design so exchanging my order for a medium.",Layering
1,Love this tank. material and fit are great. love that it's reversible. highly recommend!,Layering
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,Super itchy! had to return.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
1,These are the best leggings! they were so comfortable that i wore them all day and then to bed; i didn't want to take them off. i'm hoping to get a few more pairs.,Legwear
1,These tights are light but at the same time super cozy. definitely cut and sewn as tights and not meant to be worn as leggings -- they're really sheer around your rump. i've worn them around the house with oversized t-shirts and long sweaters. would only wear out of the house with a dress or serious coverage  despite what i thought when i bought them. i wish they were available in a few more colors. worth the sale price.,Legwear
1,Perfect substitute for leggings to wear with a long shirt skirts or shorts. and are thick enough to keep you warm and aren't as thin as some tights normally are.,Legwear
1,These leggings are so warm and comfortable. they're thick enough to wear as pants  and they don't stretch and slide during the day. i wish they came in more colors!,Legwear
1,I'm about 130 lbs. and 6' tall and usually a small would be my size. these fit  but i would be more comfy in a m. they are stretchy  soft and opaque. perfect for under a couple sweater dresses i picked up by retailer!!! will be re-ordering.,Legwear
1,Great leggings for the price. they are ultra soft and stretchy. a great pair of leggings to relax in. they are very stretchy and only come in 2 sizes s/m  l/xl. i am 5' tall and they fit fine  because usually such generic sizing is too large for my small frame. they are a bit long for a petite person  but tucked into boots and nobody will know.,Legwear
1,I ordered these in a size small on sale  thinking that because of the material  they might not fit. they are actually very cute  and fit in the waist/legs  but in the crotch area  as another reviewer mentioned  they could fit a little better. they look fine with a longer top so i decided to keep them.,Legwear
1,Yes you need these  so comfortable - and wash up perfectly - workout  walking or great to sleep in,Legwear
1,$20 for super comfy  warm leggings. bought two pairs for myself and another pair for my mother. let's be honest  i'll probably be buying another pair.,Legwear
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,I wanted to like this and even considered getting it altered  but just decided to return. it runs big and from the front it looks good  but the back just looked like a big oversized  stretched out tank. it was so comfy on though and not sheer or revealing. so if you're tall  go for it!!,Lounge
-1,I splurged on this pajama set for myself and now regret it. even though the design is adorable  the knitted fabric contains acrylic and started pilling a lot within the first week of wear. after a month and a couple washes  it looks horrible. it may be the worst case of pilling i've ever seen in a fabric. so so disappointed. it initially fit true to size but has stretched out a bit over time.,Lounge
-1,"My 3 daughters and i all wear a size small and are heights range between 5'2 and 5'10 . this dress was sloppy on every one of us. i don't think a size x small would have made a difference. the length is all over the place .i""m not sure how or where you would fit a bra into the picture. on the positive side was very soft. it may work as a beach cover -up.",Lounge
-1,"I was so disappointed with the quality of this dress  especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash  it's already developing a tiny hole and pilling. also  it is definitely not a ""day dress""--i wore it as a swim coverup  but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and  for lack of a better way to describe it  cheap looking. the white banding around the t",Lounge
-1,The print on these leggings is so cool but they are completely see-through. i mean seriously  seriously see-through.,Lounge
-1,I love the look of this dress but it runs very large. i am 5'2 110lbs. i ordered the extra small on sale & got a killer deal on it. i intended to use it as a beach cover up since it's sheer  but when i tried it on i felt like i was wearing a mumu. even for the price & for the beach i am going to return it. i'm sad because it is a beautiful cover-up and for what it is i think the quality is good.,Lounge
-1,These pants looked worn  washed & old looking when i received them! the quality is super thin cotton as if it's been washed a million times & is about to fall apart! the workmanship is terrible. you can see loose stitching all over. the top portion is too tight & looks terrible stretched out. i liked absolutely nothing about this pants except the idea of them from the picture online...,Lounge
-1,Legs are too wide. the fabric is rough to the touch.,Lounge
0,I thought this tank would be so cute and comfy for my daily walks  but it's completely see through.  i sized down one size based on a review from another website and it fits ok  but it's hard to say if it runs tts because i have nothing to compare it to.  if the fabric was a little thicker  this would be the perfect tank.  unless your planning on layering this  i wouldn't recommend.,Lounge
0,These are very well constructed  medium weight  besutiful leggings.,Lounge
0,I purchased the moss color in this cardigan. i really love the texture of the material. it is very very soft. my issue with this is the arms. like other reviewers have said they are extremely small! i went up to a large rather than my usual medium and they were still tight. i really wanted this to work but i will probably return due to the arms.,Lounge
0,I love this!!!! nice and lightweight. super stylish,Lounge
0,This dress is only suitable for a beach cover-up: it is completely sheer. expensive  even on sale  for something with such a limited wearability. i returned it.,Lounge
0,I loved the lavender color on the cape. it was soft and comfortable. but the design on the front ruined it for me. it took me all of 1 minute to know it was going back. it looked like florescent bird feathers nothing wrong with that  it just wasn't my style at all. i was a bit disappointed as it would have been perfect for cool ca nights. it looked more subdued in the photo  it's not. i clicked i would recommend to others as it is nicely made and i guess just not my taste as far as the colors an,Lounge
0,I really loved the look of these color blocked leggings online  but when i received mine  they're nothing like the ones in the pictures....the front of the legs on mine are mostly orange with a thin strip of white between the orange  then more orange!!! i like orange  but really was expecting the pretty color blocking like in the pictures not  mostly orange on both front legs  the back of the legs have more color blocking  but barely any of the light lavender color,Lounge
0,I loved this dress...until i washed it. the label says machine wash cold and lay flat to dry...which i did (washed on delicate). now it's not the same dress. it's too short and not as soft and i feel so much differently about it. i wish the label would just instruct to dry clean  i would pay the extra expense to still have the dress i loved. just kind of annoyed. so it's an awesome dress  just be prepared to dry clean it or risk shrinkage if you wash it.,Lounge
0,This is a fantastic sweater--really soft  great details. but it's huge. i'm generally between an xs and a s at retailer  and most always an xs with pure + good. but this time even the xs is huge! i wish they offered this one in an xxs. i love it so much that i may keep it anyway? it's really comfortable and i love the style. looks decent with my arms down (like the model's pose)  but when my arms are lifted out to either side  it really looks huge. i'll have to think on this one.,Lounge
1,I felt inspired to write a review as soon as i put this on. the vest fits so well  and the thick fabric feels amazing. love the pockets! like the previous reviewer  i feel like i'll be able to wear this with workout clothes or with a dressier outfit. it has an ever so slight racer back  so probably would look weird with sleeveless tops that come all the way to your shoulders  but i can already think about so many ways i want to wear it. the draping in the front also falls really nicely. great bu,Lounge
1,Cute and super comfortable...so it's the best of both worlds. it fits true to size  but i bought a size up to add a little extra length. love the soft blue color and ruffles.,Lounge
1,This romper is sooo comfortable and cute! it is definitely pretty casual  and probably best used as a beach cover up  as it exposes a lot of skin. that being said  i have worn it out and about on very hot days and felt totally fine. as far as sizing  i usually order a small  and got this in a small and it fit perfectly.,Lounge
1,Super soft and stylish. it's a major step up from my overly casual fleece jackets. love it. i think the sizing is dead on so i would disagree with a review that it runs small. i'm 5'10 and 142lbs. typically wear a size s  but sometimes have to size up to a m. i got a s. fits great. not too tight. sleeves are plenty long enough. i typically wear this with skinny jeans to work (aka grad school)  and i like that it functions as a jacket on chilly mornings  but its not too bulky so i can keep it on,Lounge
1,This is very practical. it goes with many things and is very comfortable....it can be worn with different leggings or with jeans! and it is well made! thanks retailer!,Lounge
1,Good quality; casual feel good dress. it can be worn as dress  or as tunic over the pants.,Lounge
